filename,objective_power,mpp_x,equiv_mag,category,level_count,level0_width,level0_height
TCGA-49-4505-01Z-00-DX2.48df81e7-5a8e-4c5b-993a-6a54481a35e9.svs,40,0.252,39.682539682539684,40x+,4,125661,83345
TCGA-49-4506-01Z-00-DX1.b13b8ef2-fd06-4309-a767-696a9afeaedd.svs,40,0.252,39.682539682539684,40x+,4,103598,69468
TCGA-49-4506-01Z-00-DX4.9460a2c1-efe2-4095-9b0e-dfe0eda684ba.svs,40,0.252,39.682539682539684,40x+,4,127579,76261
TCGA-49-4507-01Z-00-DX1.1df4e286-ea89-4c38-ad53-a26e5b7b0402.svs,40,0.252,39.682539682539684,40x+,4,115109,65509
TCGA-49-4507-01Z-00-DX2.a7bfbeee-00ea-4301-ace4-ce591807e2d3.svs,40,0.252,39.682539682539684,40x+,4,113191,79694
TCGA-49-4512-01Z-00-DX6.985c9088-ff83-4f13-8a95-cb55aa48682b.svs,40,0.252,39.682539682539684,40x+,4,103598,81136
TCGA-49-4514-01Z-00-DX1.9c304807-2a0c-44f7-97cc-fbd30f2c740f.svs,40,0.252,39.682539682539684,40x+,4,88250,75942
TCGA-49-4514-01Z-00-DX4.79e9e14e-72ea-4e9f-9719-d1a791cf0b43.svs,40,0.252,39.682539682539684,40x+,4,102639,76566
TCGA-49-6742-01Z-00-DX4.a11201e1-9eeb-40ea-9c88-28de847ef7d8.svs,40,0.252,39.682539682539684,40x+,4,161153,83895
TCGA-49-6743-01Z-00-DX2.f6b71e89-19ff-4d9b-a3f1-3a52949f1dc7.svs,40,0.252,39.682539682539684,40x+,4,142927,84505
TCGA-49-6743-01Z-00-DX4.5ea81023-1372-48ed-88a8-374e2394d7f7.svs,40,0.252,39.682539682539684,40x+,4,108394,60893
TCGA-49-6744-01Z-00-DX2.1982e585-65a4-4330-9140-ccabcdd106f8.svs,40,0.252,39.682539682539684,40x+,4,100720,69198
TCGA-49-6745-01Z-00-DX1.6bf8a38c-5e3a-4b32-8870-03bc06c0db80.svs,40,0.252,39.682539682539684,40x+,4,176501,84777
TCGA-49-6745-01Z-00-DX7.4bdde497-03d9-4e15-a00e-595baa3947b5.svs,40,0.252,39.682539682539684,40x+,4,104557,84439
TCGA-49-AARO-01Z-00-DX1.FB8C82DC-F823-43CF-A8EA-1208C767AF54.svs,40,0.2525,39.603960396039604,40x+,4,75696,77232
TCGA-49-AARQ-01Z-00-DX1.3FA36419-1658-4602-9170-84A622787C3E.svs,40,0.2525,39.603960396039604,40x+,4,89640,77260
TCGA-4H-AAAK-01Z-00-DX1.ABF1B042-1970-4E28-8671-43AAD393D2F9.svs,40,0.2525,39.603960396039604,40x+,4,73704,77550
TCGA-4Z-AA7S-01Z-00-DX1.35242781-51FD-4883-A347-6EADC40E39C2.svs,40,0.2525,39.603960396039604,40x+,4,75696,82376
TCGA-50-5044-01Z-00-DX1.7E0E651F-411B-4784-B0FA-6EB612527430.svs,40,0.2525,39.603960396039604,40x+,4,155376,81413
TCGA-50-7109-01Z-00-DX1.08f6420c-baa2-4e79-908e-ebbdeec503a6.svs,40,0.252,39.682539682539684,40x+,4,92087,79009
TCGA-50-8459-01Z-00-DX1.24D876E7-5265-4C5D-A215-0BAE5450EEF3.svs,40,0.2465,40.56795131845842,40x+,4,112336,91213
TCGA-52-7812-01Z-00-DX1.dd6fa49a-f9fe-40a1-80b2-0824b128f3b2.svs,40,0.252,39.682539682539684,40x+,4,172664,92099
TCGA-53-7624-01Z-00-DX1.51b4de19-3531-4bcb-b822-fa966480f2ad.svs,40,0.252,39.682539682539684,40x+,4,75780,80148
TCGA-55-6543-01Z-00-DX1.08806fe0-84d3-4fd6-8746-6cf557241958.svs,40,0.252,39.682539682539684,40x+,4,68106,59291
TCGA-55-6975-01Z-00-DX1.2762a872-b1c3-47fd-8ed5-b715a5b20163.svs,40,0.252,39.682539682539684,40x+,3,35492,33411
TCGA-55-6983-01Z-00-DX1.8f940a64-1f1b-4e6e-99ea-418175be2b3f.svs,40,0.252,39.682539682539684,40x+,4,44125,49201
TCGA-55-6986-01Z-00-DX1.ae52d41e-3cd6-4d36-b04b-2ea7d29bd8da.svs,40,0.252,39.682539682539684,40x+,4,74821,35506
TCGA-55-7574-01Z-00-DX1.09639e6a-d85f-4d84-abbc-0f5a6d679683.svs,40,0.252,39.682539682539684,40x+,4,45084,54285
TCGA-55-7576-01Z-00-DX1.3a6142e9-c90a-4938-a1d1-061c2ac261f0.svs,40,0.252,39.682539682539684,40x+,3,45084,28924
TCGA-55-7724-01Z-00-DX1.31a194ac-62e3-4225-8e32-8c2a83dcdd10.svs,40,0.252,39.682539682539684,40x+,3,37410,23028
TCGA-55-7816-01Z-00-DX1.A58C6196-E1A0-48B3-9B77-2EDCD7A43CBA.svs,40,0.252,39.682539682539684,40x+,4,153479,79268
TCGA-55-7907-01Z-00-DX1.f5a264f5-3926-4d09-82f3-cd38d554f3db.svs,40,0.252,39.682539682539684,40x+,3,61391,45795
TCGA-55-7913-01Z-00-DX1.2295fcc5-70b0-412e-a1fd-b5366fce0739.svs,40,0.252,39.682539682539684,40x+,3,34532,32384
TCGA-55-7994-01Z-00-DX1.a0858080-c471-4337-bc57-7af57e9d92d8.svs,40,0.252,39.682539682539684,40x+,3,51799,29995
TCGA-55-8085-01Z-00-DX1.ff220eba-3515-4d2e-b317-76337dd3d206.svs,40,0.252,39.682539682539684,40x+,3,31655,20194
TCGA-55-8096-01Z-00-DX1.c833417d-10c1-4430-a241-d6f5496e1cd9.svs,40,0.252,39.682539682539684,40x+,3,40288,27872
TCGA-55-8507-01Z-00-DX1.3C6198CF-3E13-4C4C-B851-5BDFF8552621.svs,40,0.252,39.682539682539684,40x+,4,76739,64689
TCGA-55-A490-01Z-00-DX1.07D77502-7216-4C23-9BB8-8DE99AECC920.svs,40,0.252,39.682539682539684,40x+,4,70984,69203
TCGA-55-A493-01Z-00-DX1.1CF94B85-7A64-4213-9B04-16504512DE2E.svs,40,0.252,39.682539682539684,40x+,3,26858,39428
TCGA-56-5898-01Z-00-DX1.d539fc8b-ae31-4820-8c2e-5cf587958eb3.svs,40,0.252,39.682539682539684,40x+,3,24940,21661
TCGA-56-7222-01Z-00-DX1.f932abe9-4f5c-46d8-908b-29669681d2db.svs,40,0.252,39.682539682539684,40x+,4,61391,57968
TCGA-56-7582-01Z-00-DX1.81e6c419-f6a1-49cf-9a83-7c1a679fbfc6.svs,40,0.252,39.682539682539684,40x+,4,54677,49287
TCGA-56-7823-01Z-00-DX1.354861d2-79f1-4b70-a74e-20cb0f78468e.svs,40,0.252,39.682539682539684,40x+,3,47003,33757
TCGA-56-8305-01Z-00-DX1.2C1D792D-79E0-48D7-9938-DFD44428874E.svs,40,0.2457,40.7000407000407,40x+,4,51792,51198
TCGA-56-8307-01Z-00-DX1.20EE4B4C-403F-44AA-8B0E-711003E60B8F.svs,40,0.2457,40.7000407000407,40x+,3,41832,40642
TCGA-56-8622-01Z-00-DX1.62B552C4-5CBE-4469-8DBB-E27497FF95F4.svs,40,0.252,39.682539682539684,40x+,4,48921,64457
TCGA-56-8624-01Z-00-DX1.18DFDAB8-1701-4E15-9321-7D99CD15E4B0.svs,40,0.252,39.682539682539684,40x+,3,37410,41284
TCGA-56-A49D-01Z-00-DX1.1ECF40A0-1490-42B3-8924-A80E4ED35F93.svs,40,0.252,39.682539682539684,40x+,4,84413,80217
TCGA-56-A4ZK-01Z-00-DX1.D6B1AC68-BF70-4C49-A5A1-233D6DA4AE27.svs,40,0.252,39.682539682539684,40x+,3,36451,39761
TCGA-58-A46L-01Z-00-DX1.DA77E0D9-23A2-4D54-81E9-36849E04FBC8.svs,40,0.2517,39.72983710766786,40x+,4,89413,69402
TCGA-58-A46M-01Z-00-DX1.DCC711DA-EB83-498E-9AFA-33E874EA537C.svs,40,0.2517,39.72983710766786,40x+,4,97105,81270
TCGA-60-2695-01Z-00-DX1.4cc6c566-d60d-4ff9-9ea8-18a9da46ae6b.svs,40,0.252,39.682539682539684,40x+,4,110313,77894
TCGA-60-2697-01Z-00-DX1.e11a5b5b-c4be-4fe1-b7db-08879e55d552.svs,40,0.252,39.682539682539684,40x+,4,121824,86356
TCGA-60-2709-01Z-00-DX1.ded10e7c-c1ca-4402-be0e-f3978994d4af.svs,40,0.252,39.682539682539684,40x+,4,75780,82679
TCGA-62-A46R-01Z-00-DX1.AD823FBA-A63F-4D36-8B84-2C995DE5FC47.svs,40,0.2517,39.72983710766786,40x+,4,88452,65633
TCGA-62-A472-01Z-00-DX1.C2F76C9A-C51A-4521-9B95-2A20063E9931.svs,40,0.2517,39.72983710766786,40x+,4,93259,62754
TCGA-63-A5MM-01Z-00-DX1.F385687A-3741-4E73-87F1-D9B00B1B6186.svs,20,0.5005,19.980019980019982,20x,3,59966,36162
TCGA-63-A5MY-01Z-00-DX1.D3753889-13DC-40D4-8845-22A168F35256.svs,20,0.5005,19.980019980019982,20x,3,63996,16391
TCGA-64-1679-01Z-00-DX1.f9fd24ef-d51c-4530-9fb5-e8a8f09dba73.svs,40,0.252,39.682539682539684,40x+,3,56595,49054
TCGA-64-5778-01Z-00-DX1.96C39819-8A65-4651-BE83-39959F6FAD05.svs,40,0.2527,39.57261574990107,40x+,3,51791,46292
TCGA-66-2756-01Z-00-DX1.e6bda67d-2647-4751-9c16-b711933a1d6c.svs,40,0.2462,40.61738424045492,40x+,4,41888,67271
TCGA-66-2763-01Z-00-DX1.99bc6dec-4e57-45bb-8d94-4dc38657d852.svs,40,0.2462,40.61738424045492,40x+,4,43792,54334
TCGA-66-2766-01Z-00-DX1.05729d5f-7c12-44e1-9a61-90296f555e89.svs,40,0.2462,40.61738424045492,40x+,4,39032,74956
TCGA-66-2773-01Z-00-DX1.70fe76fc-749d-4720-a97e-40cd097f2340.svs,40,0.252,39.682539682539684,40x+,4,139090,67992
TCGA-66-2791-01Z-00-DX1.7ae2b6ab-5284-4772-bc1e-fd608f70e583.svs,40,0.2462,40.61738424045492,40x+,4,35224,53803
TCGA-66-2800-01Z-00-DX1.19a7cec8-8894-4755-aa2c-ae5266800355.svs,40,0.2462,40.61738424045492,40x+,3,30464,18393
TCGA-67-6217-01Z-00-DX1.3fa5c69b-60d1-41fb-a86f-48f77d81285f.svs,40,0.252,39.682539682539684,40x+,4,130457,52198
TCGA-68-7756-01Z-00-DX1.15BEAECF-8C36-4761-85A8-EC9E54B61A0C.svs,40,0.2525,39.603960396039604,40x+,4,99600,67634
TCGA-68-8251-01Z-00-DX1.9d453881-d5b3-4527-93fa-799f34ba2c8f.svs,40,0.252,39.682539682539684,40x+,4,82495,73098
TCGA-69-7765-01Z-00-DX1.ac389366-febb-488c-9190-fe00bc07cd20.svs,40,0.252,39.682539682539684,40x+,4,85372,71606
TCGA-69-7974-01Z-00-DX1.e4282067-fc3d-4fee-bae7-fe99000979d4.svs,40,0.252,39.682539682539684,40x+,4,70024,44850
TCGA-73-7498-01Z-00-DX1.5313bba9-7f6a-49b4-8d6e-a0f46a04f189.svs,40,0.252,39.682539682539684,40x+,4,115109,75143
TCGA-75-5125-01Z-00-DX1.2E419CAF-E248-4959-951E-498D8054433E.svs,20,0.5005,19.980019980019982,20x,3,21987,30632
TCGA-75-7025-01Z-00-DX1.284477D7-4F47-4084-A15C-0A7E9571E3DF.svs,20,0.5005,19.980019980019982,20x,3,25985,18725
TCGA-77-6843-01Z-00-DX1.5ced4995-81a1-4dfd-82b2-0cabf4538bc5.svs,40,0.252,39.682539682539684,40x+,4,105517,83435
TCGA-77-7139-01Z-00-DX1.b8b79b0c-4ea0-4f6c-8e6e-29ad76eca78f.svs,40,0.252,39.682539682539684,40x+,4,108394,83460
TCGA-77-7140-01Z-00-DX1.e75db0f0-839e-4ade-aa52-aa4736318d6c.svs,40,0.252,39.682539682539684,40x+,4,106476,81413
TCGA-77-8007-01Z-00-DX1.06f0e4a1-936d-4bc2-acbf-cfec25fed190.svs,40,0.252,39.682539682539684,40x+,4,111272,86272
TCGA-77-8133-01Z-00-DX1.fcc117be-cc86-437a-8500-edb045d4195a.svs,40,0.252,39.682539682539684,40x+,4,81535,65994
TCGA-77-8148-01Z-00-DX1.2066e518-636c-4917-9dd4-78ab3605e8f6.svs,40,0.252,39.682539682539684,40x+,4,109354,72056
TCGA-77-A5G8-01Z-00-DX1.4F66CA44-C238-4293-882C-5357ABD7115F.svs,40,0.248,40.32258064516129,40x+,4,118999,70120
TCGA-78-7150-01Z-00-DX1.46e6e65c-521c-49de-b106-419dc840b235.svs,40,0.252,39.682539682539684,40x+,4,109354,84225
TCGA-78-7160-01Z-00-DX1.f40f6c04-74b1-4cef-aabc-cbafadbdf39f.svs,40,0.252,39.682539682539684,40x+,4,97843,74747
TCGA-78-7167-01Z-00-DX1.f79e1a9b-a3eb-4c91-a1fd-7bb58b1620b1.svs,40,0.252,39.682539682539684,40x+,4,116068,73123
TCGA-78-7633-01Z-00-DX1.f0cd4825-eb92-4098-954a-fbb1e4851660.svs,40,0.252,39.682539682539684,40x+,4,117028,86825
TCGA-78-8660-01Z-00-DX1.11E923ED-C01B-439D-8796-08C9E3DC2D93.svs,40,0.2456,40.71661237785016,40x+,4,110432,92814
TCGA-78-8662-01Z-00-DX1.754A4C57-B5FA-4077-99E4-F6EFA6459410.svs,40,0.2456,40.71661237785016,40x+,4,123760,76178
TCGA-80-5608-01Z-00-DX1.CB85BA53-AF00-4C7D-8489-C2FF0F4F49AB.svs,20,0.5005,19.980019980019982,20x,3,21987,17849
TCGA-85-7696-01Z-00-DX1.d8756b4c-819f-4a5c-b148-125b8c6b3c27.svs,40,0.252,39.682539682539684,40x+,4,55636,65523
TCGA-85-8048-01Z-00-DX1.1a663caa-dff1-4f03-b06b-c8b8b5ce08c6.svs,40,0.252,39.682539682539684,40x+,4,49880,56347
TCGA-85-8350-01Z-00-DX1.F9A32453-2E24-4874-A1FA-67B4173ABF03.svs,40,0.252,39.682539682539684,40x+,4,73861,60355
TCGA-85-8353-01Z-00-DX1.2A333CFA-3D8A-41B2-9D08-8AAF431BFE54.svs,40,0.252,39.682539682539684,40x+,4,104557,72777
TCGA-85-A4JB-01Z-00-DX1.3CEC3662-68C1-4874-8273-540459B8F138.svs,40,0.2468,40.51863857374392,40x+,4,115192,79424
TCGA-85-A4JC-01Z-00-DX1.6B4ED63F-ADF9-49F4-A30B-AB3A5EEFDDB7.svs,40,0.2468,40.51863857374392,40x+,4,104720,74363
TCGA-85-A512-01Z-00-DX1.154BBD51-803C-46F0-840E-D2597E648365.svs,40,0.2456,40.71661237785016,40x+,4,63784,70671
TCGA-85-A513-01Z-00-DX1.9C4C6BA2-BBEB-4EC6-9A70-65B1F6198E1F.svs,40,0.2456,40.71661237785016,40x+,4,53312,56755
TCGA-85-A53L-01Z-00-DX1.4B1C0D74-CF56-4B52-9EA0-9DC72EA07B1C.svs,40,0.2465,40.56795131845842,40x+,4,118048,81094
TCGA-86-7954-01Z-00-DX1.0a063ee6-18b7-4b66-9726-04fb452156cb.svs,40,0.252,39.682539682539684,40x+,4,66187,64090
TCGA-86-8054-01Z-00-DX1.2c4c08f6-be1c-46d1-a719-5983cade0c54.svs,40,0.252,39.682539682539684,40x+,4,70984,44858
TCGA-86-8073-01Z-00-DX1.33c016fc-5c9e-4ad6-8de2-a7f8521d205c.svs,40,0.252,39.682539682539684,40x+,4,61391,70645
TCGA-86-8074-01Z-00-DX1.0c34b434-8701-4060-a4ea-08a72371ee1e.svs,40,0.252,39.682539682539684,40x+,4,91128,71141
TCGA-86-8279-01Z-00-DX1.fd12b60e-d181-454b-a655-298a973a849d.svs,40,0.252,39.682539682539684,40x+,4,148683,90379
TCGA-86-8281-01Z-00-DX1.02237263-003b-4de1-8a2f-0f3ad14768c7.svs,40,0.252,39.682539682539684,40x+,3,49801,47480
TCGA-86-8585-01Z-00-DX1.bc0b1c69-f71d-46fc-8195-2d205002e6e5.svs,40,0.252,39.682539682539684,40x+,4,93046,86120
TCGA-86-A456-01Z-00-DX1.5C7CBF9B-0AE3-4776-9434-296AA0C605CC.svs,40,0.2525,39.603960396039604,40x+,4,69720,66446
TCGA-90-A4ED-01Z-00-DX1.4F9CF7EC-D7CC-4AF6-A9C2-6BA7A02A9F84.svs,40,0.2505,39.920159680638726,40x+,4,83530,50496
TCGA-90-A4EE-01Z-00-DX1.3FC7A945-7D20-4A50-9D9E-436924F1A103.svs,40,0.2485,40.241448692152915,40x+,4,70861,45648
TCGA-90-A59Q-01Z-00-DX1.9F4ABA20-E9F7-4524-874E-E8C42D84AFFE.svs,40,0.2485,40.241448692152915,40x+,4,96716,30192
TCGA-91-A4BC-01Z-00-DX1.8D8783B1-D1BA-4970-B77B-3AED8506C487.svs,40,0.2456,40.71661237785016,40x+,3,41888,34250
TCGA-91-A4BD-01Z-00-DX1.2E575CAC-6AEB-4049-972A-EA43457A9C9D.svs,40,0.2468,40.51863857374392,40x+,4,115192,54914
TCGA-92-7341-01Z-00-DX1.6ecbb768-fde4-4f41-8e28-bc5be860825f.svs,40,0.252,39.682539682539684,40x+,4,88250,70110
TCGA-94-A4VJ-01Z-00-DX1.FBC6E75E-80D8-42EA-9292-181EC4D5D170.svs,40,0.2265,44.150110375275936,40x+,4,119040,68864
TCGA-95-7043-01Z-00-DX1.AE0FD8AA-9B88-45FE-B247-402BED1285EF.svs,40,0.2265,44.150110375275936,40x+,4,103168,52224
TCGA-95-7567-01Z-00-DX1.982FF122-A440-4949-926C-B58AF8381090.svs,40,0.2265,44.150110375275936,40x+,4,99200,89856
TCGA-95-8039-01Z-00-DX1.38b07435-987d-495d-9940-ba5f20e6ef97.svs,40,0.252,39.682539682539684,40x+,3,31655,23235
TCGA-97-8171-01Z-00-DX1.a55cbfd1-6674-4206-b3e0-2a4f12a74e5d.svs,40,0.2485,40.241448692152915,40x+,4,113952,83906
TCGA-97-A4M5-01Z-00-DX1.283AFBA6-A349-425F-A18E-5CA186084C23.svs,40,0.2485,40.241448692152915,40x+,4,111080,92849
TCGA-98-A53H-01Z-00-DX1.B05E6339-440C-4F2E-95B5-F2C96413D488.svs,40,0.2456,40.71661237785016,40x+,4,79968,34555
TCGA-98-A53J-01Z-00-DX1.EEC6256E-D331-4731-B00C-08622C725F61.svs,40,0.2456,40.71661237785016,40x+,4,99960,57755
TCGA-99-7458-01Z-00-DX1.10ea0b2c-c763-40d1-83a4-3d4ae957fdb0.svs,40,0.252,39.682539682539684,40x+,3,21103,39885
TCGA-99-8028-01Z-00-DX1.23de89b1-67f8-41fb-980a-010ea190d687.svs,40,0.252,39.682539682539684,40x+,4,70024,30904
TCGA-A1-A0SM-01Z-00-DX1.AD503DBD-4D93-4476-B467-F091254FDF78.svs,40,0.2521,39.666798889329634,40x+,4,100794,80501
TCGA-A2-A04R-01Z-00-DX1.BE3661A3-A2A0-4248-B7D5-D8986E529B6C.svs,40,0.2485,40.241448692152915,40x+,4,89055,66452
TCGA-A2-A04V-01Z-00-DX1.EB430DDB-8FE9-4302-8829-53DBAD09E79F.svs,40,0.2505,39.920159680638726,40x+,4,130576,87784
TCGA-A2-A0CL-01Z-00-DX1.5342E971-DCD2-42C4-B4FF-E6942A95829E.svs,40,0.2505,39.920159680638726,40x+,4,88331,81058
TCGA-A2-A0CM-01Z-00-DX1.AC4901DE-4B6D-4185-BB9F-156033839828.svs,40,0.2485,40.241448692152915,40x+,4,95758,76873
TCGA-A2-A0CY-01Z-00-DX1.8815F011-317B-4BB7-A48F-64EABD0E558B.svs,40,0.2485,40.241448692152915,40x+,4,158002,81097
TCGA-A2-A0D0-01Z-00-DX1.4FF6B8E5-703B-400F-920A-104F56E0F874.svs,40,0.2485,40.241448692152915,40x+,4,112037,88255
TCGA-A2-A0EO-01Z-00-DX1.D7A09E23-2CAB-4B3B-814C-BF0BA75B7589.svs,40,0.2485,40.241448692152915,40x+,4,106292,74771
TCGA-A2-A0ES-01Z-00-DX1.5652EE30-48C1-4EC1-AD77-8C72DFCB9A97.svs,40,0.2505,39.920159680638726,40x+,4,174742,72773
TCGA-A2-A0ET-01Z-00-DX1.41E86BB9-EA52-4615-94E7-0F09DDB094F4.svs,40,0.2485,40.241448692152915,40x+,4,90970,88630
TCGA-A2-A0EV-01Z-00-DX1.EA8C5594-BA4F-47A8-949B-D536E00E62C9.svs,40,0.2485,40.241448692152915,40x+,4,173323,78453
TCGA-A2-A0T4-01Z-00-DX1.AC61ED08-2E42-4D4A-BB81-746D3FEBB653.svs,40,0.248,40.32258064516129,40x+,4,97103,71054
TCGA-A2-A0T7-01Z-00-DX1.EA4DF9B5-8D04-4BCC-9ECB-CB8CB8ACBE1C.svs,40,0.248,40.32258064516129,40x+,4,99959,81052
TCGA-A2-A1FX-01Z-00-DX1.35B93F3A-9959-4D72-A702-08B27563D24F.svs,40,0.2485,40.241448692152915,40x+,4,73734,72663
TCGA-A2-A3XT-01Z-00-DX1.336D6C78-576A-481B-8C83-F3A0FC4B182C.svs,40,0.2456,40.71661237785016,40x+,4,114240,85395
TCGA-A2-A3XU-01Z-00-DX1.174A92D4-50B2-4A59-AD31-D5EC5BBF2F65.svs,40,0.2456,40.71661237785016,40x+,4,96152,71782
TCGA-A2-A3Y0-01Z-00-DX1.A1EDDF82-FFAA-44A4-A749-7FB6F8133CC0.svs,40,0.2456,40.71661237785016,40x+,4,107576,71331
TCGA-A6-2674-01Z-00-DX1.d301f1f5-6f4a-49e6-9c93-f4e8b7f616b8.svs,40,0.252,39.682539682539684,40x+,4,27818,78738
TCGA-A6-2675-01Z-00-DX1.d37847d6-c17f-44b9-b90a-84cd1946c8ab.svs,40,0.252,39.682539682539684,40x+,4,157316,21227
TCGA-A6-2676-01Z-00-DX1.c465f6e0-b47c-48e9-bdb1-67077bb16c67.svs,40,0.252,39.682539682539684,40x+,4,118946,33588
TCGA-A6-2678-01Z-00-DX1.bded5c5c-555a-492a-91c7-151492d0ee5e.svs,40,0.252,39.682539682539684,40x+,4,141968,34543
TCGA-A6-2684-01Z-00-DX1.be127778-e160-4ae3-9e5a-13a16eae2e7a.svs,40,0.252,39.682539682539684,40x+,4,109354,42896
TCGA-A6-2686-01Z-00-DX1.0540a027-2a0c-46c7-9af0-7b8672631de7.svs,40,0.252,39.682539682539684,40x+,4,125661,61796
TCGA-A6-3810-01Z-00-DX1.2940ca70-013a-4bc3-ad6a-cf4d9ffa77ce.svs,40,0.252,39.682539682539684,40x+,3,27818,25991
TCGA-A6-6137-01Z-00-DX1.f50ab63c-05b0-49ea-9ceb-ed10cd6dc027.svs,40,0.252,39.682539682539684,40x+,4,138131,49977
TCGA-A6-A565-01Z-00-DX1.42172A22-6F86-4661-BF2A-78815B721503.svs,40,0.2465,40.56795131845842,40x+,3,46648,39011
TCGA-A6-A566-01Z-00-DX1.325BC1B7-2D0D-43CC-A23B-7D13B2DF665D.svs,40,0.2465,40.56795131845842,40x+,4,169456,49226
TCGA-A6-A567-01Z-00-DX1.F941874E-9BF7-4E8B-908C-41A638D62275.svs,40,0.2465,40.56795131845842,40x+,4,143752,57366
TCGA-A7-A0CH-01Z-00-DX1.48ADDD0B-527A-404C-B794-7D7D35BF861F.svs,40,0.2465,40.56795131845842,40x+,4,37128,94571
TCGA-A7-A0D9-01Z-00-DX1.FBC3B90F-C58B-4476-8354-0AF9248324E3.svs,40,0.2456,40.71661237785016,40x+,4,108528,34826
TCGA-A7-A0DB-01Z-00-DX1.9CE855BC-0C37-43FB-8806-6625E176BE2E.svs,40,0.2465,40.56795131845842,40x+,4,172312,37616
TCGA-A7-A13D-01Z-00-DX1.D206783C-FA6A-4B6A-B3AA-4132A2C9626B.svs,40,0.2456,40.71661237785016,40x+,4,104720,42081
TCGA-A7-A13F-01Z-00-DX1.AB4ADDD3-8E1C-4AB9-813E-D137A2CFB950.svs,40,0.2456,40.71661237785016,40x+,4,88536,49122
TCGA-A7-A13G-01Z-00-DX2.72EF429E-75A7-4D1B-AFFC-8767CB213CDA.svs,40,0.2456,40.71661237785016,40x+,4,20944,78772
TCGA-A7-A13H-01Z-00-DX1.FCB33A3C-6209-474C-83C1-02551F242937.svs,40,0.2468,40.51863857374392,40x+,4,137088,30980
TCGA-A7-A4SA-01Z-00-DX1.B48FFD3E-9B45-4CEA-ACEE-5B08058CCF5F.svs,40,0.248,40.32258064516129,40x+,4,102815,33551
TCGA-A7-A56D-01Z-00-DX1.87D9CCF4-04EE-46D2-B7FC-A83561D7752C.svs,40,0.2456,40.71661237785016,40x+,4,181832,43520
TCGA-A7-A5ZW-01Z-00-DX1.5F571EE3-A1A3-4604-BE89-1A46E0EC508B.svs,40,0.2465,40.56795131845842,40x+,4,119952,24046
TCGA-A7-A6VX-01Z-00-DX2.9EE94B59-6A2C-4507-AA4F-DC6402F2B74F.svs,40,0.2456,40.71661237785016,40x+,3,46648,35918
TCGA-A8-A06O-01Z-00-DX1.FA4495B2-5B13-4448-ADCB-EF5316E0955B.svs,20,0.2325,43.01075268817204,40x+,4,45312,53504
TCGA-A8-A06R-01Z-00-DX1.41476D0D-BA72-4FB8-B143-9EB679F26D28.svs,20,0.2325,43.01075268817204,40x+,3,43264,34560
TCGA-A8-A06T-01Z-00-DX1.BA8B8FC3-6169-48C1-BE1F-37F140CB4D3B.svs,20,0.2325,43.01075268817204,40x+,3,44288,41216
TCGA-A8-A06U-01Z-00-DX1.56070AB9-A73E-44B8-8051-D93E8F881BBE.svs,20,0.2325,43.01075268817204,40x+,3,40704,45824
TCGA-A8-A07W-01Z-00-DX1.5970CF33-D675-4AF4-800F-7182AA1A44A6.svs,20,0.2325,43.01075268817204,40x+,4,61440,107264
TCGA-A8-A083-01Z-00-DX1.AD121BA9-B5FA-4A03-869B-8FE2C5014CE0.svs,20,0.2325,43.01075268817204,40x+,4,57088,62208
TCGA-A8-A084-01Z-00-DX1.2B52D1B8-5AD4-4BD6-ADF7-9D65B8EE2621.svs,20,0.2325,43.01075268817204,40x+,4,78336,51456
TCGA-A8-A085-01Z-00-DX1.0DA29016-AEA4-4E5F-B679-83095A79F5B3.svs,20,0.2325,43.01075268817204,40x+,4,40704,57088
TCGA-A8-A08L-01Z-00-DX1.0FC652B1-336D-4198-93FE-58D2214866D3.svs,20,0.2325,43.01075268817204,40x+,4,66048,99584
TCGA-A8-A08R-01Z-00-DX1.72FBD9A3-5EB9-4855-89EB-697883C2EA9B.svs,20,0.2325,43.01075268817204,40x+,4,38144,93440
TCGA-A8-A08X-01Z-00-DX1.01FB49CC-6B8E-4317-8C42-6B6D81187A40.svs,20,0.2325,43.01075268817204,40x+,3,38144,33536
TCGA-A8-A094-01Z-00-DX1.6750B72A-FEC7-49FA-8520-FCF101CA59AC.svs,20,0.2325,43.01075268817204,40x+,4,49408,59136
TCGA-A8-A09C-01Z-00-DX1.19E0C0E9-0ED6-4E3A-95FE-A5778F5DDBCD.svs,20,0.2325,43.01075268817204,40x+,4,71680,54016
TCGA-A8-A09D-01Z-00-DX1.66312A8A-88BA-4B58-96DF-1A7AC39F9E4A.svs,20,0.2325,43.01075268817204,40x+,3,48896,46336
TCGA-A8-A09V-01Z-00-DX1.2D6731CA-5712-4EB8-8602-E53301BF4238.svs,20,0.2325,43.01075268817204,40x+,3,32000,45312
TCGA-A8-A09W-01Z-00-DX1.BF33B0F9-5786-4682-B59E-DCBD33D7BB03.svs,20,0.2325,43.01075268817204,40x+,4,66560,40192
TCGA-AA-3492-01Z-00-DX1.32D79909-71D5-4843-847E-AECA5DBC963D.svs,Unknown,,,unknown,2,9018,10000
TCGA-AA-3510-01Z-00-DX1.B4FCE76A-3B60-4D7D-9F3E-973AE17EA8E2.svs,Unknown,,,unknown,2,8520,10000
TCGA-AA-3514-01Z-00-DX1.9e135da2-436e-47e3-9dbf-b2f577677828.svs,20,0.2325,43.01075268817204,40x+,4,37632,59136
